,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,Regiao,class_int1,IPC1,IPC2,Area
157,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,,,UNIFESP,SP,Sudeste,C08F 2/22,C08F,2/22,"Química macromolecular, polímeros"
158,UNIVERSIDADE FEDERAL DE PERNAMBUCO,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,,UFPE,PE,Nordeste,A61K 31/64,A61K,31/64,Produtos farmacêuticos
159,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,F02B 29/04,F02B,29/04,"Motores, bombas, turbinas"
160,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G08B 21/04,G08B,21/04,Controle
161,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A23L 19/00,A23L,19/00,Química Alimentar
162,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFSJ,MG,Sudeste,A23L 2/52,A23L,2/52,Química Alimentar
163,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,G05B 19/00,G05B,19/00,Controle
164,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
165,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,,UFPE,PE,Nordeste,A61B 5/12,A61B,5/12,Tecnologia médica
166,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,,,UFES,ES,Sudeste,A61B 5/16,A61B,5/16,Tecnologia médica
167,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO AMAZONAS,,,IFAM,AM,Norte,F24S 30/455,F24S,30/455,Processos e aparelhos térmicos
168,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO - UFES,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,UFES,ES,Sudeste,A61K 38/48,A61K,38/48,Produtos farmacêuticos
169,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C08K 3/01,C08K,3/01,"Química macromolecular, polímeros"
170,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,UFRN,RN,Nordeste,D06M 23/04,D06M,23/04,Máquinas têxteis e de papel
171,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE FEDERAL DE VIÇOSA,,UFMG,MG,Sudeste,C12N 15/11,C12N,15/11,Biotecnologia
172,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C02F 1/00,C02F,1/00,Tecnologia Ambiental
173,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01J 20/26,B01J,20/26,Engenharia química
174,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C04B 18/24,C04B,18/24,"Materiais, metalurgia"
175,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,G06F 3/041,G06F,3/041,Tecnologia computacional
176,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSIDADE ESTADUAL PAULISTA '' JULIO DE MESQUITA FILHO'' (UNESP),FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL - (UFMS),UFOP,MG,Sudeste,C12Q 1/686,C12Q,1/686,Biotecnologia
177,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C11B 1/04,C11B,1/04,Química de materiais básicos
178,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A47B 51/00,A47B,51/00,"Móveis, jogos"
179,UNIVERSIDADE FEDERAL DE VIÇOSA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",INSTITUTO FEDERAL DO NORTE DE MINAS GERAIS,UFV,MG,Sudeste,A61K 31/122,A61K,31/122,Produtos farmacêuticos
180,AVAL TECNOLOGIA DA INFORMAÇÃO LTDA - ME,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ - IFCE",,,CE,Nordeste,G06Q 50/08,G06Q,50/08,Métodos de TI para gerenciamento
181,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C07D 403/14,C07D,403/14,Química fina orgânica
182,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,A61K 9/51,A61K,9/51,Produtos farmacêuticos
183,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI - UFSJ,,UFOP,MG,Sudeste,A61K 31/7048,A61K,31/7048,Produtos farmacêuticos
184,UNIVERSIDADE FEDERAL DE VIÇOSA,,,UFV,MG,Sudeste,C08G 18/00,C08G,18/00,"Química macromolecular, polímeros"
185,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,B01D 11/02,B01D,11/02,Engenharia química
186,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,C08B 31/00,C08B,31/00,"Química macromolecular, polímeros"
187,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A01K 1/00,A01K,1/00,Outras máquinas especiais
188,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,G06Q 10/00,G06Q,10/00,Métodos de TI para gerenciamento
189,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C12N 11/00,C12N,11/00,Biotecnologia
190,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C12N 11/00,C12N,11/00,Biotecnologia
191,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C12N 11/00,C12N,11/00,Biotecnologia
192,COMPANHIA ENERGÉTICA DO PIAUI,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,,,PI,Nordeste,H01H 9/08,H01H,9/08,"Máquinas elétricas, aparelhos, energia"
193,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,UNIVERSIDADE FEDERAL DE ITAJUBÁ,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UTFPR,PR,Sul,A01N 25/08,A01N,25/08,Química de materiais básicos
194,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,G02B 6/02,G02B,6/02,Óptica
195,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A23L 27/60,A23L,27/60,Química Alimentar
196,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFMG,MG,Sudeste,A61K 31/047,A61K,31/047,Produtos farmacêuticos
197,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,C12N 15/10,C12N,15/10,Biotecnologia
198,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,H01M 4/06,H01M,4/06,"Máquinas elétricas, aparelhos, energia"
199,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",,UFT,TO,Centro-Oeste,F26B 3/04,F26B,3/04,Engenharia química
200,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G02B 21/00,G02B,21/00,Óptica
201,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,H01L 31/00,H01L,31/00,Semicondutores
202,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,C01B 33/32,C01B,33/32,"Materiais, metalurgia"
203,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,B01J 20/20,B01J,20/20,Engenharia química
204,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G09B 23/26,G09B,23/26,Controle
205,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G09B 21/00,G09B,21/00,Controle
206,UNIVERSIDADE FEDERAL DE SERGIPE,UNIVERSIDADE FEDERAL DE VIÇOSA,,UFS,SE,Nordeste,A01N 65/08,A01N,65/08,Química de materiais básicos
207,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,B26D 7/10,B26D,7/10,Máquina operatriz
208,UNIVERSIDADE FEDERAL FLUMINENSE,,,UFF,RJ,Sudeste,C07D 498/04,C07D,498/04,Química fina orgânica
209,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,C12P 21/02,C12P,21/02,Biotecnologia
210,FUNDAÇÃO UNIVERSIDADE DO AMAZONAS,,,UFAM,AM,Norte,A61K 36/61,A61K,36/61,Produtos farmacêuticos
211,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",UNIVERSIDADE FEDERAL DE PERNAMBUCO,,IFPE,PE,Nordeste,A47G 21/08,A47G,21/08,"Móveis, jogos"
212,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23C 9/123,A23C,9/123,Química Alimentar
213,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23B 7/024,A23B,7/024,Química Alimentar
214,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,C08B 30/04,C08B,30/04,"Química macromolecular, polímeros"
215,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC- UFABC,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS - UFSCAR,,UFABC,SP,Sudeste,C08G 63/91,C08G,63/91,"Química macromolecular, polímeros"
216,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A47B 46/00,A47B,46/00,"Móveis, jogos"
217,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO -UFRJ,UNIVERSIDADE FEDERAL DE PERNAMBUCO -UFPE,,RJ,Sudeste,B01J 23/74,B01J,23/74,Engenharia química
218,UNIVERSIDADE FEDERAL DE MINAS GERAIS,SOCIEDADE MINEIRA DE CULTURA,,UFMG,MG,Sudeste,A61K 31/4709,A61K,31/4709,Produtos farmacêuticos
219,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,A01K 29/00,A01K,29/00,Outras máquinas especiais
220,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,G08B 21/02,G08B,21/02,Controle
221,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,A47C 31/12,A47C,31/12,"Móveis, jogos"
222,EMBRAPA-EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,UNIVERSIDADE FEDERAL DO TOCANTINS,,,DF,Centro-Oeste,C12P 21/00,C12P,21/00,Biotecnologia
223,UNIVERSIDADE FEDERAL DA PARAIBA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,UFPB,PB,Nordeste,C09K 8/52,C09K,8/52,Química de materiais básicos
224,Universidade Federal de Santa Catarina,,,UFSC,SC,Sul,A61B 5/00,A61B,5/00,Tecnologia médica
225,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,C01F 11/04,C01F,11/04,"Materiais, metalurgia"
226,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01J 37/00,B01J,37/00,Engenharia química
227,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSIDADE FEDERAL DO PARANÁ,"UNIVERSIDADE ESTADUAL PAULISTA  ""JULIO DE MESQUITA FILHO""",UFSCAR,SP,Sudeste,A01N 59/06,A01N,59/06,Química de materiais básicos
228,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,G01N 21/64,G01N,21/64,Medição
229,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 9/51,A61K,9/51,Produtos farmacêuticos
230,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,A47B 21/00,A47B,21/00,"Móveis, jogos"
231,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,Nordeste,G01N 33/18,G01N/33,33/18,Análise de materiais biológicos
232,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,C08B 37/08,C08B,37/08,"Química macromolecular, polímeros"
233,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,UFPE,PE,Nordeste,A01N 65/28,A01N,65/28,Química de materiais básicos
234,UNIVERSIDADE PITÁGORAS UNOPAR - EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL - IFRS",,,PR,Sul,A23C 15/12,A23C,15/12,Química Alimentar
235,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G09B 23/00,G09B,23/00,Controle
236,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,A01B 45/02,A01B,45/02,Outras máquinas especiais
237,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",,,IFGOIANO,GO,Centro-Oeste,H02S 20/25,H02S,20/25,"Máquinas elétricas, aparelhos, energia"
238,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 31/513,A61K,31/513,Produtos farmacêuticos
239,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01J 37/02,B01J,37/02,Engenharia química
240,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ - UFPI,UFVJM,MG,Sudeste,C07C 67/02,C07C,67/02,Química fina orgânica
241,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61K 36/85,A61K,36/85,Produtos farmacêuticos
242,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,B01F 7/16,B01F,7/16,Engenharia química
243,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C07C 253/00,C07C,253/00,Química fina orgânica
244,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,B01D 53/02,^B01D/53,53/02,
245,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01D 39/04,B01D,39/04,Engenharia química
246,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A21D 13/04,A21D,13/04,Química Alimentar
247,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A01G 25/16,A01G,25/16,Outras máquinas especiais
248,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS - CEFET/MG,,UFMG,MG,Sudeste,D21C 5/02,D21C,5/02,Máquinas têxteis e de papel
249,Universidade Federal de Santa Catarina,,,UFSC,SC,Sul,C04B 40/00,C04B,40/00,"Materiais, metalurgia"
250,UNIVERSIDADE FEDERAL DO PARÁ,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,,UFPA,PA,Norte,H01H 36/00,H01H,36/00,"Máquinas elétricas, aparelhos, energia"
251,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",,,IFPB,PB,Nordeste,G01N 33/18,G01N/33,33/18,Análise de materiais biológicos
252,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,B63B 35/00,B63B,35/00,Transporte
253,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,B01J 23/16,B01J,23/16,Engenharia química
254,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,,,UFGD,MS,Centro-Oeste,A23N 5/03,A23N,5/03,Outras máquinas especiais
255,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,G01B 11/24,G01B,11/24,Medição
256,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,Sudeste,A61C 11/08,A61C,11/08,Tecnologia médica
257,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,E03D 5/10,E03D,5/10,Engenharia Civil
258,UNIVERSIDADE FEDERAL DE VIÇOSA,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFV,MG,Sudeste,A61K 38/12,A61K,38/12,Produtos farmacêuticos
259,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61B 5/1172,A61B,5/1172,Tecnologia médica
260,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A61K 47/36,A61K,47/36,Produtos farmacêuticos
261,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE FEDERAL DE SERGIPE,,UFRN,RN,Nordeste,A61L 27/44,A61L,27/44,Tecnologia médica
262,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,C05G 3/00,C05G,3/00,Química de materiais básicos
263,Universidade Federal de Santa Catarina,,,UFSC,SC,Sul,C02F 1/00,C02F,1/00,Tecnologia Ambiental
264,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,C08G 18/64,C08G,18/64,"Química macromolecular, polímeros"
265,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,A61B 5/00,A61B,5/00,Tecnologia médica
266,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,IFCE,CE,Nordeste,A23C 9/14,A23C,9/14,Química Alimentar
267,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,"UNESP - UNIVERSIDADE ESTADUAL PAULISTA ""JULIO DE MESQUITA FILHO""",,UFJF,MG,Sudeste,C09B 11/24,C09B,11/24,Química de materiais básicos
268,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",,,IFRN,RN,Nordeste,G09B 5/00,G09B,5/00,Controle
269,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFMG,MG,Sudeste,A61K 9/127,A61K,9/127,Produtos farmacêuticos
270,UNIVERSIDADE FEDERAL DE OURO PRETO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,UFOP,MG,Sudeste,C08B 1/00,C08B,1/00,"Química macromolecular, polímeros"
271,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 36/899,A61K,36/899,Produtos farmacêuticos
272,UNIVERSIDADE FEDERAL DE OURO PRETO,ROSELI AUGUSTO DE ANDRADE,,UFOP,MG,Sudeste,F16K 51/00,F16K,51/00,Elementos mecânicos
273,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG - FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,A61B 5/00,A61B,5/00,Tecnologia médica
274,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",,,IFBAIANO,BA,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
275,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A63B 21/00,A63B,21/00,"Móveis, jogos"
276,UNIVERSIDADE FEDERAL DE VIÇOSA,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UFV,MG,Sudeste,C07K 14/01,C07K,14/01,Biotecnologia
277,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C01B 25/26,C01B,25/26,"Materiais, metalurgia"
278,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
279,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 21/15,A23L,21/15,Química Alimentar
280,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO - UFRJ,,,RJ,Sudeste,C12M 1/00,C12M,1/00,Biotecnologia
281,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,F41A 31/00,F41A,31/00,Outras máquinas especiais
282,FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,,,UNIVASF,PE,Nordeste,A61L 2/16,A61L,2/16,Tecnologia médica
283,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A23C 19/076,A23C,19/076,Química Alimentar
284,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG - FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,A63B 23/00,A63B,23/00,"Móveis, jogos"
285,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A61K 36/48,A61K,36/48,Produtos farmacêuticos
286,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C12N 1/34,C12N,1/34,Biotecnologia
287,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,UNIVERSIDADE FEDERAL DE GOIÁS - UFG,UFMG,MG,Sudeste,A61K 31/145,A61K,31/145,Produtos farmacêuticos
288,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,G01L 5/16,G01L,5/16,Medição
289,UNIVERSIDADE FEDERAL DE OURO PRETO,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFOP,MG,Sudeste,A61K 31/573,A61K,31/573,Produtos farmacêuticos
290,UNIVERSIDADE FEDERAL DE UBERLANDIA,,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
291,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,UFPE,PE,Nordeste,B01J 37/03,B01J,37/03,Engenharia química
292,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07K 14/59,C07K,14/59,Biotecnologia
293,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07K 14/59,C07K,14/59,Biotecnologia
294,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07K 14/34,C07K,14/34,Biotecnologia
295,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07K 14/165,C07K,14/165,Biotecnologia
296,UNIVERSIDADE FEDERAL DE MINAS GERAIS,SOCIEDADE EDUCACIONAL UBERABENSE,,UFMG,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
297,UNIVERSIDADE FEDERAL DE MINAS GERAIS,SOCIEDADE EDUCACIONAL UBERABENSE,,UFMG,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
298,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 39/05,A61K,39/05,Produtos farmacêuticos
299,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
300,FUNDAÇÃO UNIVERSIDADE DE BRASILIA/CENTRO DE APOIO AO DESENVOLVIMENTO TECNOLÓGICO,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,UNIVERSIDADE FEDERAL DE GOIÁS; EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,UNB,DF,Centro-Oeste,C07K 14/81,C07K,14/81,Biotecnologia
301,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG-FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
302,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,,,UFU,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
303,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UFSJ,MG,Sudeste,C07K 14/435,C07K,14/435,Biotecnologia
304,FUNDAÇÃO UNIVERSIDADE DE BRASILIA/CENTRO DE APOIO AO DESENVOLVIMENTO TECNOLÓGICO,UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA - UBEC,,UNB,DF,Centro-Oeste,C07K 14/435,C07K,14/435,Biotecnologia
305,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG-FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
306,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG - FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
307,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG-FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
308,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS ? FAPEMIG,,UFMG,MG,Sudeste,C07K 7/08,C07K,7/08,Biotecnologia
309,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,FAPEMIG - FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS,,UFU,MG,Sudeste,C07K 7/06,C07K,7/06,Biotecnologia
310,UNIVERSIDADE FEDERAL DE OURO PRETO,,,UFOP,MG,Sudeste,A61K 39/008,A61K,39/008,Produtos farmacêuticos
311,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,C07K 14/435,C07K,14/435,Biotecnologia
