Municipio;valor_2013;valor_2014;valor_2015;valor_2016;valor_2017;valor_2018;valor_2019;valor_2020;valor_2021;valor_2022;valor_Total;valor2_2013;valor2_2014;valor2_2015;valor2_2016;valor2_2017;valor2_2018;valor2_2019;valor2_2020;valor2_2021;valor2_2022;valor2_Total;valor3_2013;valor3_2014;valor3_2015;valor3_2016;valor3_2017;valor3_2018;valor3_2019;valor3_2020;valor3_2021;valor3_2022;valor3_Total;valor4_2013;valor4_2014;valor4_2015;valor4_2016;valor4_2017;valor4_2018;valor4_2019;valor4_2020;valor4_2021;valor4_2022;valor4_Total;valor5_2013;valor5_2014;valor5_2015;valor5_2016;valor5_2017;valor5_2018;valor5_2019;valor5_2020;valor5_2021;valor5_2022;valor5_Total;AIH_2013;AIH_2014;AIH_2015;AIH_2016;AIH_2017;AIH_2018;AIH_2019;AIH_2020;AIH_2021;AIH_2022;AIH_Total;AIH1_2013;AIH1_2014;AIH1_2015;AIH1_2016;AIH1_2017;AIH1_2018;AIH1_2019;AIH1_2020;AIH1_2021;AIH1_2022;AIH1_Total;AIH2_2013;AIH2_2014;AIH2_2015;AIH2_2016;AIH2_2017;AIH2_2018;AIH2_2019;AIH2_2020;AIH2_2021;AIH2_2022;AIH2_Total;AIH3_2013;AIH3_2014;AIH3_2015;AIH3_2016;AIH3_2017;AIH3_2018;AIH3_2019;AIH3_2020;AIH3_2021;AIH3_2022;AIH3_Total;AIH4_2013;AIH4_2014;AIH4_2015;AIH4_2016;AIH4_2017;AIH4_2018;AIH4_2019;AIH4_2020;AIH4_2021;AIH4_2022;AIH4_Total;AIH5_2013;AIH5_2014;AIH5_2015;AIH5_2016;AIH5_2017;AIH5_2018;AIH5_2019;AIH5_2020;AIH5_2021;AIH5_2022;AIH5_Total;obito_2013;obito_2014;obito_2015;obito_2016;obito_2017;obito_2018;obito_2019;obito_2020;obito_2021;obito_2022;obito_Total;mortalidade_2013;mortalidade_2014;mortalidade_2015;mortalidade_2016;mortalidade_2017;mortalidade_2018;mortalidade_2019;mortalidade_2020;mortalidade_2021;mortalidade_2022;mortalidade_Total;dias_2013;dias_2014;dias_2015;dias_2016;dias_2017;dias_2018;dias_2019;dias_2020;dias_2021;dias_2022;dias_Total
410765 FAZENDA RIO GRANDE;925798.68;813411.81;811505.32;695004.11;214207.3;;;635691.49;649103;613604.41;5358326.12;;;;;;;;;;;;633467.32;578757.6;542616.03;461766.99;140149.93;;;346010.33;383375.22;353013.04;3439156.46;292331.36;234654.21;268889.29;233237.12;74057.37;;;289681.16;265727.78;260591.37;1919169.66;;;;;;;;;;;;2024;1891;1737;1457;455;;;1380;1458;1441;11843;;;;;;;;;;;;;;;;;;;;;;;1502;1456;1262;1014;308;;;848;879;845;8114;522;435;475;443;147;;;532;579;596;3729;;;;;;;;;;;;12;16;2;;;;;1;;;31;0.59;0.85;0.12;;;;;0.07;;;0.26;5119;5227;4633;3625;1143;;;3155;3052;2716;28670
410770 FENIX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410773 FERNANDES PINHEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410775 FIGUEIRA;74637.17;48323.93;36402.12;40308.65;55534.47;59846.74;44363.4;35195.6;113550.37;46624.41;554786.86;;;;;;;;;;;;74637.17;48323.93;36402.12;40308.65;55534.47;59846.74;44363.4;35195.6;113550.37;46624.41;554786.86;;;;;;;;;;;;;;;;;;;;;;;289;206;169;188;229;251;209;164;182;154;2041;;;;;;;;;;;;;;;;;;;;;;;289;206;169;188;229;251;209;164;182;154;2041;;;;;;;;;;;;;;;;;;;;;;;7;5;5;4;13;17;8;8;7;6;80;2.42;2.43;2.96;2.13;5.68;6.77;3.83;4.88;3.85;3.9;3.92;715;493;427;510;659;677;578;523;708;706;5996
410780 FLORAI;52842.8;39234.02;55680.1;43230.65;53833.44;26768.47;;;;;271589.48;;;;;;;;;;;;52842.8;39234.02;55680.1;43230.65;53833.44;26768.47;;;;;271589.48;;;;;;;;;;;;;;;;;;;;;;;126;101;125;111;122;63;;;;;648;;;;;;;;;;;;;;;;;;;;;;;126;101;125;111;122;63;;;;;648;;;;;;;;;;;;;;;;;;;;;;;3;2;8;1;2;;;;;;16;2.38;1.98;6.4;0.9;1.64;;;;;;2.47;427;417;469;450;495;207;;;;;2465
410785 FLOR DA SERRA DO SUL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410790 FLORESTA;102682.94;37361.89;66003.71;50530.05;81597.6;42795.3;;;263712.3;88809.42;733493.21;;;;;;;;;;;;102682.94;37361.89;66003.71;50530.05;81597.6;42795.3;;;263169.22;88809.42;732950.13;;;;;;;;;543.08;;543.08;;;;;;;;;;;;268;99;224;146;242;131;;;266;233;1609;;;;;;;;;;;;;;;;;;;;;;;268;99;224;146;242;131;;;265;233;1608;;;;;;;;;1;;1;;;;;;;;;;;;5;;1;2;1;2;;;7;5;23;1.87;;0.45;1.37;0.41;1.53;;;2.63;2.15;1.43;873;328;820;453;854;506;;;1214;745;5793
410800 FLORESTOPOLIS;54746.07;128724.45;104528.93;87019.47;30990.99;39086.77;57806.09;43049.13;48943.89;46460.25;641356.04;;;;;;;;;;;;54746.07;68354;52496.96;54781.8;30990.99;38609.89;57104.7;43049.13;48943.89;46460.25;495537.68;;60370.45;52031.97;32237.67;;476.88;701.39;;;;145818.36;;;;;;;;;;;;163;330;286;225;82;97;146;101;102;133;1665;;;;;;;;;;;;;;;;;;;;;;;163;217;190;166;82;95;144;101;102;133;1393;;113;96;59;;2;2;;;;272;;;;;;;;;;;;3;2;1;;1;2;2;1;5;2;19;1.84;0.61;0.35;;1.22;2.06;1.37;0.99;4.9;1.5;1.14;521;910;760;659;309;416;557;357;340;385;5214
410810 FLORIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410820 FORMOSA DO OESTE;260495.48;273069.16;167641.95;273717.82;345400.92;357514.05;218083.38;193369.07;439828.75;298145.15;2827265.73;;;;;;;;;;;;229507.51;204215.88;124226.48;243795.39;291705.26;319460.77;197296.35;190722.23;426067.08;293557.37;2520554.32;30987.97;68853.28;43415.47;29922.43;53695.66;38053.28;20787.03;2646.84;13761.67;4587.78;306711.41;;;;;;;;;;;;559;513;334;519;638;582;358;435;690;659;5287;;;;;;;;;;;;;;;;;;;;;;;515;411;271;474;565;529;329;431;672;652;4849;44;102;63;45;73;53;29;4;18;7;438;;;;;;;;;;;;9;16;3;10;15;13;4;10;19;11;110;1.61;3.12;0.9;1.93;2.35;2.23;1.12;2.3;2.75;1.67;2.08;1635;1438;960;1771;1928;1557;994;1582;2488;1987;16340
410830 FOZ DO IGUACU;18995203.55;21722721.82;18780703.93;21551942.58;23378858.58;25168113.93;28814973.24;32146034.98;58169012.7;35791847.36;284519412.7;12107.71;12404.9;9922.9;12890.11;10294.35;17833.42;44118.49;30244.77;114719.88;98879.41;363415.94;5325980.17;6120594.69;5251014.36;6021439.95;5995961.66;6256834.19;7286003.11;11484274.94;32292811.9;14509922.72;100544837.7;13572907.21;15478682.62;13432217.12;15360516.9;17248818.93;18706528.93;21307177.75;20456315.91;25679111.39;21104472.01;182346748.8;84208.46;111039.61;87549.55;157095.62;123783.64;186917.39;177673.89;175199.36;82369.53;78573.22;1264410.27;16923;17370;15020;14719;15567;16174;19127;17923;19010;19548;171381;50;54;32;21;35;34;37;40;60;74;437;50;54;32;21;35;34;37;40;60;74;437;7499;8078;6891;6883;6847;6970;8458;8441;9379;8770;78216;9317;9181;8049;7732;8610;9073;10529;9363;9516;10662;92032;57;57;48;83;75;97;103;79;55;42;696;840;918;716;813;690;814;896;1030;1534;1018;9269;4.96;5.28;4.77;5.52;4.43;5.03;4.68;5.75;8.07;5.21;5.41;64912;74710;61728;69806;66942;73408;92068;90253;109216;92179;795222
410832 FRANCISCO ALVES;12996.24;;;;;;;;;;12996.24;;;;;;;;;;;;12996.24;;;;;;;;;;12996.24;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;45;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132;;;;;;;;;;132
410840 FRANCISCO BELTRAO;15064288.76;15986914.05;17886426.74;18682478.28;18221458.52;19549131.82;19602093.46;21945179;32894933;27808911.5;207641815.1;1868.62;1741.24;2303.41;1483.02;1347.68;569.26;2720.25;1050.93;4236.56;2521.91;19842.88;5327459.95;5385113.3;6064454.28;6243518.86;6518109.72;7091677.63;7191731.03;10197189.39;19478464.88;12075280.89;85572999.93;9731042.93;10594002.25;11802071.38;12401876.06;11646876.14;12396335.43;12312228.64;11690996.97;13333435.81;15663492.32;121572357.9;3917.26;6057.26;17597.67;35600.34;55124.98;60549.5;95413.54;55941.71;78795.75;67616.38;476614.39;12175;12536;13743;13412;12938;15231;15465;14865;16790;20136;147291;5;10;8;6;6;2;11;4;8;9;69;5;10;8;6;6;2;11;4;8;9;69;4672;4522;5267;5236;5512;5829;5672;6077;7087;8279;58153;7496;8002;8448;8149;7398;9367;9744;8743;9651;11818;88816;2;2;20;21;22;33;38;41;44;30;253;543;504;568;596;515;556;527;670;1003;815;6297;4.46;4.02;4.13;4.44;3.98;3.65;3.41;4.51;5.97;4.05;4.28;43501;42521;48885;48466;48812;55557;56519;53854;61866;63853;523834
410845 FOZ DO JORDAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410850 GENERAL CARNEIRO;227365.93;309168.13;313883.14;317733.48;165673.45;;;;;;1333824.13;;;;;;;;;;;;165192.64;211499.7;228993.6;241033.21;140198.23;;;;;;986917.38;62173.29;97668.43;84889.54;76700.27;25475.22;;;;;;346906.75;;;;;;;;;;;;511;666;692;700;366;;;;;;2935;;;;;;;;;;;;;;;;;;;;;;;375;456;531;540;315;;;;;;2217;136;210;161;160;51;;;;;;718;;;;;;;;;;;;9;15;11;27;20;;;;;;82;1.76;2.25;1.59;3.86;5.46;;;;;;2.79;1679;2254;2427;2427;1359;;;;;;10146
410855 GODOY MOREIRA;49827.68;5854.8;;;;;;;;;55682.48;;;;;;;;;;;;49827.68;5854.8;;;;;;;;;55682.48;;;;;;;;;;;;;;;;;;;;;;;152;15;;;;;;;;;167;;;;;;;;;;;;;;;;;;;;;;;152;15;;;;;;;;;167;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;1.32;;;;;;;;;;1.2;571;53;;;;;;;;;624
410860 GOIOERE;1584726.98;1579725.43;1311397.66;1194461.78;1113225.72;1193341.63;1121494.28;2192281.53;6400919.71;3081529.03;20773103.75;;;;;;;;;;;;1113406.82;1036081.81;865381.93;797329.37;731380.11;785796.43;737829.65;1859823.36;6145044.32;2348233.47;16420307.27;471320.16;543643.62;446015.73;397132.41;381845.61;407545.2;383664.63;332458.17;255875.39;733295.56;4352796.48;;;;;;;;;;;;3590;3536;2949;2533;2524;2748;2882;2575;2582;3348;29267;;;;;;;;;;;;;;;;;;;;;;;2704;2554;2097;1795;1774;1976;2117;1921;2069;2075;21082;886;982;852;738;750;772;765;654;513;1273;8185;;;;;;;;;;;;114;91;81;107;96;85;87;100;183;188;1132;3.18;2.57;2.75;4.22;3.8;3.09;3.02;3.88;7.09;5.62;3.87;10964;11102;8723;7882;7210;8323;8029;8158;11410;12034;93835
410865 GOIOXIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410870 GRANDES RIOS;135111.8;128665.85;132157.08;127613.96;126983.79;124339.95;115028.13;107601.62;40224.64;31648.93;1069375.75;;;;;;;;;;;;127428.9;116052.98;115504.94;103473.48;108792.04;112061.15;103793.17;98257.23;38041.72;30557.47;953963.08;7682.9;12612.87;16652.14;24140.48;18191.75;12278.8;11234.96;9344.39;2182.92;1091.46;115412.67;;;;;;;;;;;;297;289;296;310;308;308;309;284;103;76;2580;;;;;;;;;;;;;;;;;;;;;;;282;265;263;264;272;284;287;267;99;74;2357;15;24;33;46;36;24;22;17;4;2;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1046;1074;883;955;975;1104;863;846;317;235;8298
410880 GUAIRA;659304.44;629261.32;581888.06;243943.4;835728.14;1005365.78;770248.74;856994.59;1042713.23;928605.05;7554052.75;;;;;;;;;;;;593284.95;581551.97;517089.56;208500.74;556516.14;651918.32;510665.7;506400.5;662647.45;418889.43;5207464.76;66019.49;47709.35;64798.5;35442.66;279212;353447.46;259583.04;350594.09;380065.78;509715.62;2346587.99;;;;;;;;;;;;1510;1442;1342;558;1747;2064;1479;1444;1334;1327;14247;;;;;;;;;;;;;;;;;;;;;;;1409;1353;1226;497;1258;1444;1092;972;766;650;10667;101;89;116;61;489;620;387;472;568;677;3580;;;;;;;;;;;;30;36;42;13;30;37;37;39;36;39;339;1.99;2.5;3.13;2.33;1.72;1.79;2.5;2.7;2.7;2.94;2.38;4195;4064;3538;1436;4833;6627;5781;5011;4958;5086;45529
410890 GUAIRACA;43559.58;27469.22;33707.79;31048.63;26996.73;35940.78;39511.16;14874.17;46077.17;43851.85;343037.08;;;;;;;;;;;;42606.1;27023.71;33707.79;31048.63;26996.73;35940.78;39511.16;14874.17;46077.17;43851.85;341638.09;953.48;445.51;;;;;;;;;1398.99;;;;;;;;;;;;123;91;96;112;102;99;121;44;87;124;999;;;;;;;;;;;;;;;;;;;;;;;119;90;96;112;102;99;121;44;87;124;994;4;1;;;;;;;;;5;;;;;;;;;;;;2;;;;2;3;2;;4;3;16;1.63;;;;1.96;3.03;1.65;;4.6;2.42;1.6;724;415;489;419;413;435;508;201;262;365;4231
410895 GUAMIRANGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410900 GUAPIRAMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410910 GUAPOREMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410920 GUARACI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410930 GUARANIACU;857513.44;945908.33;870952.45;779400.02;783725.06;735638.8;788523.15;681874.1;1005160.79;593047.81;8041743.95;;;;;;;;;;;;693050.5;777602.45;755944.68;698208.78;710642.95;698573.64;760341.77;651085.95;986946.03;569117.62;7301514.37;164462.94;168305.88;115007.77;81191.24;73082.11;37065.16;28181.38;30788.15;18214.76;23930.19;740229.58;;;;;;;;;;;;1725;1879;1706;1598;1662;1605;1727;1434;1414;1147;15897;;;;;;;;;;;;;;;;;;;;;;;1414;1563;1506;1460;1534;1543;1680;1390;1386;1097;14573;311;316;200;138;128;62;47;44;28;50;1324;;;;;;;;;;;;41;41;54;46;57;57;47;53;96;54;546;2.38;2.18;3.17;2.88;3.43;3.55;2.72;3.7;6.79;4.71;3.43;4805;5277;4686;4606;4803;4739;5352;4482;5040;3283;47073
410940 GUARAPUAVA;18995750.95;19154424.69;20436544.05;20092754.32;21171567.01;22257739.89;22534122.03;21714402.95;35268183.88;29864581.84;231490071.6;1391.74;10278.44;7527.42;6576.73;5783.15;3815.42;3589.94;782.69;4471.89;721.75;44939.17;7306672.14;8101751.01;9063602.67;8598458.41;8722991.31;9217488.24;9375558.49;9300199.93;22178427.72;13056115.49;104921265.4;11685728.44;11005783.65;11290186.33;11339181.49;12176428.42;12788760.04;12992593.27;12243670.7;12996308.35;16679394.71;125198035.4;1958.63;36611.59;75227.63;148537.69;266364.13;247676.19;162380.33;169749.63;88975.92;128349.89;1325831.63;14711;14454;14137;14725;15092;16426;17258;14119;14937;17563;153422;5;21;20;14;16;14;13;3;10;2;118;5;21;20;14;16;14;13;3;10;2;118;8077;7961;7936;8141;7727;8410;8880;7802;8652;8577;82163;6628;6456;6137;6463;7133;7818;8272;6232;6238;8938;70315;1;16;44;107;216;184;93;82;37;46;826;811;779;793;832;851;885;990;936;1352;1055;9284;5.51;5.39;5.61;5.65;5.64;5.39;5.74;6.63;9.05;6.01;6.05;74241;66757;61326;61215;57565;59454;60245;51737;66483;67729;626752
410950 GUARAQUECABA;91820.13;70056.69;50968.73;62966.69;21339.36;56384.01;41394.99;21964.33;;;416894.93;;;;;;;;;;;;91820.13;70056.69;50968.73;62966.69;21339.36;56384.01;41394.99;21964.33;;;416894.93;;;;;;;;;;;;;;;;;;;;;;;276;316;197;276;108;205;161;93;;;1632;;;;;;;;;;;;;;;;;;;;;;;276;316;197;276;108;205;161;93;;;1632;;;;;;;;;;;;;;;;;;;;;;;7;9;4;3;2;3;3;2;;;33;2.54;2.85;2.03;1.09;1.85;1.46;1.86;2.15;;;2.02;811;695;418;593;245;444;352;270;;;3828
410960 GUARATUBA;542651;538363.06;522576.78;479986.41;530166.19;526928.87;458618.29;367309.36;335372.01;510668.43;4812640.4;;;;;;;;;;;;457712.24;387020.32;331923.15;314984.76;374049.84;371383.61;341751.96;223636.7;193230.78;360692.41;3356385.77;84938.76;151342.74;190653.63;165001.65;156116.35;155545.26;116731.33;143672.66;142141.23;149976.02;1456119.63;;;;;;;135;;;;135;1212;1212;1209;1174;1197;1189;1093;874;733;1120;11013;;;;;;;;;;;;;;;;;;;;;;;1062;952;884;886;937;916;883;632;506;859;8517;150;260;325;288;260;273;209;242;227;261;2495;;;;;;;1;;;;1;28;19;12;14;7;18;11;9;12;11;141;2.31;1.57;0.99;1.19;0.58;1.51;1.01;1.03;1.64;0.98;1.28;3461;3316;3087;2778;3263;2961;2825;1941;1742;2959;28333
410965 HONORIO SERPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410970 IBAITI;740818.85;466935.57;589563.77;591256.5;682035.49;556167.84;382269.55;226149.3;381323.58;205184.88;4821705.33;;;;;85.69;;;;;;85.69;558371.3;437461.36;442988.35;477550.07;527975.91;511174.59;381581.31;225437.06;381323.58;205184.88;4149048.41;182447.55;29474.21;146575.42;113706.43;153973.89;44993.25;688.24;712.24;;;672571.23;;;;;;;;;;;;1662;1123;1408;1414;1789;1405;977;464;404;457;11103;;;;;1;;;;;;1;;;;;1;;;;;;1;1215;1057;1056;1118;1370;1287;976;463;404;457;9403;447;66;352;296;418;118;1;1;;;1699;;;;;;;;;;;;43;41;23;52;50;32;45;32;11;21;350;2.59;3.65;1.63;3.68;2.79;2.28;4.61;6.9;2.72;4.6;3.15;5692;3702;4787;4690;5573;4033;2913;1392;1520;1737;36039
410975 IBEMA;138338.77;131902.41;129702.85;132136.16;110338;96725.95;103369.28;98075.35;204574.39;136554.78;1281717.94;;;;;;;;;;;;127077.29;121586.63;123690.73;130041.71;109422.27;96725.95;101546.19;97060.71;204574.39;136554.78;1248280.65;11261.48;10315.78;6012.12;2094.45;915.73;;1823.09;1014.64;;;33437.29;;;;;;;;;;;;259;246;242;275;222;214;246;199;259;280;2442;;;;;;;;;;;;;;;;;;;;;;;244;232;234;272;220;214;243;197;259;280;2395;15;14;8;3;2;;3;2;;;47;;;;;;;;;;;;1;4;5;8;10;8;3;10;15;12;76;0.39;1.63;2.07;2.91;4.5;3.74;1.22;5.03;5.79;4.29;3.11;769;767;766;810;854;775;690;656;1044;880;8011
410980 IBIPORA;1491157.35;1323012.47;1557420.55;1693010.9;1610876.82;1649184.13;1544804.53;1462777.63;1817895.28;2208419.83;16358559.49;212.26;;;;;;361.69;;;;573.95;1107777.41;909633.77;1047349.58;1103283.53;905542.89;941649.17;924504.55;788329.65;1164779.74;1202113.69;10094963.98;383167.68;413378.7;508800.97;589727.37;704063.93;704994.96;617398.29;673812.98;653115.54;1002496.14;6250956.56;;;1270;;1270;2540;2540;635;;3810;12065;3134;2770;3276;3464;3339;3402;3287;3267;3078;4649;33666;1;;;;;;1;;;;2;1;;;;;;1;;;;2;2524;2146;2503;2510;2241;2276;2291;2111;2063;3114;23779;609;624;771;954;1096;1122;991;1155;1015;1529;9866;;;2;;2;4;4;1;;6;19;100;71;85;132;87;61;55;63;105;108;867;3.19;2.56;2.59;3.81;2.61;1.79;1.67;1.93;3.41;2.32;2.58;11091;9207;11069;12387;11521;11628;10555;9795;9848;14599;111700
410990 ICARAIMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411000 IGUARACU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411005 IGUATU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411007 IMBAU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411010 IMBITUVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411020 INACIO MARTINS;18628.86;;;;;;;;;;18628.86;;;;;;;;;;;;18628.86;;;;;;;;;;18628.86;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;42;;;;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114;;;;;;;;;;114
411030 INAJA;27156.68;32202.19;30854.71;20236.62;24189.42;23954.28;19726.5;19854.95;26399.35;15935.79;240510.49;;;;;;;;;;;;27156.68;32202.19;30854.71;20236.62;24189.42;23954.28;19726.5;19854.95;26399.35;15935.79;240510.49;;;;;;;;;;;;;;;;;;;;;;;113;121;114;80;87;60;45;52;51;42;765;;;;;;;;;;;;;;;;;;;;;;;113;121;114;80;87;60;45;52;51;42;765;;;;;;;;;;;;;;;;;;;;;;;2;2;;2;4;4;;2;2;3;21;1.77;1.65;;2.5;4.6;6.67;;3.85;3.92;7.14;2.75;397;386;373;232;294;222;138;195;216;124;2577
411040 INDIANOPOLIS;73268.24;74722.51;74993.11;68992.14;70946.86;68211.52;73190.83;116916.79;229258.72;150647.21;1001147.93;;;;;;;;;;;;73268.24;74722.51;74993.11;68992.14;70946.86;68211.52;73190.83;116916.79;229258.72;150647.21;1001147.93;;;;;;;;;;;;;;;;;;;;;;;215;212;215;207;212;213;211;228;245;305;2263;;;;;;;;;;;;;;;;;;;;;;;215;212;215;207;212;213;211;228;245;305;2263;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;1;6;4;7;27;;0.47;0.93;0.97;0.94;0.94;0.47;2.63;1.63;2.3;1.19;695;657;574;562;643;677;655;786;855;838;6942
411050 IPIRANGA;101214.27;185934.4;131882.37;;;;;;;;419031.04;;;;;;;;;;;;98659.73;150207.19;114000.92;;;;;;;;362867.84;2554.54;35727.21;17881.45;;;;;;;;56163.2;;;;;;;;;;;;268;474;364;;;;;;;;1106;;;;;;;;;;;;;;;;;;;;;;;263;403;328;;;;;;;;994;5;71;36;;;;;;;;112;;;;;;;;;;;;11;10;3;;;;;;;;24;4.1;2.11;0.82;;;;;;;;2.17;906;1394;1090;;;;;;;;3390
411060 IPORA;107864.03;35996.1;903.96;159534.71;193186.86;149209.14;126278.7;113222.31;75312.46;;961508.27;;;;;;;;;;;;91379.24;33108.05;903.96;110386.69;134072.47;107329.48;86969.33;56549.44;61166.95;;681865.61;16484.79;2888.05;;49148.02;59114.39;41879.66;39309.37;56672.87;14145.51;;279642.66;;;;;;;;;;;;344;122;2;445;575;486;406;370;142;;2892;;;;;;;;;;;;;;;;;;;;;;;310;116;2;356;470;409;327;253;114;;2357;34;6;;89;105;77;79;117;28;;535;;;;;;;;;;;;7;1;;;;;;;;;8;2.03;0.82;;;;;;;;;0.28;900;433;6;1115;1196;1080;1079;836;319;;6964
411065 IRACEMA DO OESTE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
